"month_year","complaint_type","complaint_count"
"2021-01",General Construction/Plumbing,2271
"2021-01",Graffiti,177
"2021-01",Green Taxi Complaint,9
"2021-01",Green Taxi Report,1
"2021-01",Hazardous Materials,136
"2021-01",HEAT/HOT WATER,35289
"2021-01",Highway Condition,231
"2021-01",Highway Sign - Damaged,9
"2021-01",Highway Sign - Dangling,4
"2021-01",Highway Sign - Missing,8
"2021-01",Home Delivered Meal - Missed Delivery,18
"2021-01",Homeless Person Assistance,1358
"2021-01",Homeless Street Condition,761
"2021-01",Illegal Animal Kept as Pet,22
"2021-01",Illegal Animal Sold,2
"2021-01",Illegal Fireworks,154
"2021-01",Illegal Parking,19314
"2021-01",Illegal Tree Damage,154
"2021-01",Indoor Air Quality,384
"2021-01",Indoor Sewage,102
"2021-01",Industrial Waste,29
"2021-01",Investigations and Discipline (IAD),32
"2021-01",Lead,660
"2021-01",LinkNYC,14
"2021-01",Litter Basket / Request,177
"2021-01",Lost Property,162
"2021-01",Maintenance or Facility,551
"2021-01",Mass Gathering Complaint,418
"2021-01",Missed Collection (All Materials),4136
"2021-01",Mobile Food Vendor,109
"2021-01",Mold,9
"2021-01",Mosquitoes,2
"2021-01",Municipal Parking Facility,2
"2021-01",New Tree Request,839
"2021-01",Noise,3317
"2021-01",Noise - Commercial,1950
"2021-01",Noise - Helicopter,2615
"2021-01",Noise - House of Worship,41
"2021-01",Noise - Park,71
"2021-01",Noise - Residential,27429
"2021-01",Noise - Street/Sidewalk,3915
"2021-01",Noise - Vehicle,3461
"2021-01",Non-Emergency Police Matter,844
"2021-01",Non-Residential Heat,218
"2021-01",NonCompliance with Phased Reopening,5037
"2021-01",Other Enforcement,461
"2021-01",Outdoor Dining,292
"2021-01",OUTSIDE BUILDING,54
"2021-01",Overflowing Litter Baskets,116
"2021-01",Overgrown Tree/Branches,273
"2021-01",PAINT/PLASTER,3646
"2021-01",Panhandling,19
"2021-01",Pet Shop,5
"2021-01",Plant,3
"2021-01",Plumbing,204
"2021-01",PLUMBING,4262
"2021-01",Poison Ivy,1
"2021-01",Posting Advertisement,6
"2021-01",Private or Charter School Reopening,112
"2021-01",Public Payphone Complaint,9
"2021-01",Public Toilet,1
"2021-01",Radioactive Material,1
"2021-01",Real Time Enforcement,371
"2021-01",Recycling Enforcement,24
"2021-01",Request Large Bulky Item Collection,23917
"2021-01",Rodent,1935
"2021-01",Root/Sewer/Sidewalk Condition,431
"2021-01",SAFETY,600
"2021-01",Sanitation Condition,2746
"2021-01",Scaffold Safety,10
"2021-01",School Maintenance,51
"2021-01",Sewer,1748
"2021-01",Sidewalk Condition,1473
"2021-01",Smoking,287
"2021-01",Snow,112
"2021-01",Special Natural Area District (SNAD),3
"2021-01",Special Projects Inspection Team (SPIT),189
"2021-01",Street Condition,4880
"2021-01",Street Light Condition,3739
"2021-01",Street Sign - Damaged,367
"2021-01",Street Sign - Dangling,325
"2021-01",Street Sign - Missing,289
"2021-01",Sweeping/Inadequate,28
"2021-01",Sweeping/Missed,142
"2021-01",Tattooing,10
"2021-01",Taxi Complaint,103
"2021-01",Taxi Compliment,6
"2021-01",Taxi Report,19
"2021-01",Traffic,247
"2021-01",Traffic Signal Condition,2751
"2021-01",Unleashed Dog,28
"2021-01",Unsanitary Animal Facility,3
"2021-01",Unsanitary Animal Pvt Property,74
"2021-01",UNSANITARY CONDITION,6020
"2021-01",Unsanitary Pigeon Condition,60
"2021-01",Uprooted Stump,26
"2021-01",Urinating in Public,54
"2021-01",Vacant Lot,84
"2021-01",Vending,97
"2021-01",Violation of Park Rules,117
"2021-01",Water Conservation,192
"2021-01",WATER LEAK,2475
"2021-01",Water Quality,385
"2021-01",Water System,4024
"2021-01",Window Guard,2
"2021-01",Wood Pile Remaining,9
"2021-01",X-Ray Machine/Equipment,13
"2021-02",Abandoned Vehicle,1824
"2021-02",Adopt-A-Basket,1
"2021-02",AHV Inspection Unit,27
"2021-02",Air Quality,458
"2021-02",Animal-Abuse,458
"2021-02",Animal Facility - No Permit,1
"2021-02",Animal in a Park,191
"2021-02",APPLIANCE,1179
"2021-02",Asbestos,58
"2021-02",Beach/Pool/Sauna Complaint,3
"2021-02",BEST/Site Safety,17
"2021-02",Bike Rack Condition,13
"2021-02",Bike/Roller/Skate Chronic,22
"2021-02",Blocked Driveway,12797
"2021-02",Boilers,286
"2021-02",Bridge Condition,36
"2021-02",Broken Parking Meter,773
"2021-02",Building Condition,1
"2021-02",Building Marshals office,1
"2021-02",Building/Use,997
"2021-02",Bus Stop Shelter Complaint,143
"2021-02",Bus Stop Shelter Placement,4
"2021-02",Calorie Labeling,1
"2021-02",Collection Truck Noise,12
"2021-02",Consumer Complaint,1051
"2021-02",Cooling Tower,1
"2021-02",COVID-19 Non-essential Construction,137
"2021-02",Curb Condition,216
"2021-02",Damaged Tree,452
"2021-02",Day Care,106
"2021-02",Dead/Dying Tree,102
"2021-02",Derelict Bicycle,55
"2021-02",Derelict Vehicles,1615
"2021-02",Dirty Conditions,1629
"2021-02",Disorderly Youth,5
"2021-02",DOOR/WINDOW,2869
"2021-02",Drinking,101
"2021-02",Drinking Water,18
"2021-02",Drug Activity,276
"2021-02",ELECTRIC,2046
"2021-02",Electrical,112
"2021-02",Elevator,990
"2021-02",ELEVATOR,120
"2021-02",Emergency Response Team (ERT),198
"2021-02",Encampment,5
"2021-02",Ferry Complaint,27
"2021-02",Ferry Inquiry,13
"2021-02",FHV Licensee Complaint,2
"2021-02",FLOORING/STAIRS,1741
"2021-02",Foam Ban Enforcement,1
"2021-02",Food Establishment,406
"2021-02",Food Poisoning,119
"2021-02",For Hire Vehicle Complaint,162
"2021-02",For Hire Vehicle Report,8
"2021-02",GENERAL,1796
"2021-02",General Construction/Plumbing,1581
"2021-02",Graffiti,137
"2021-02",Green Taxi Complaint,10
"2021-02",Green Taxi Report,2
"2021-02",Hazardous Materials,136
"2021-02",HEAT/HOT WATER,28868
"2021-02",Highway Condition,374
"2021-02",Highway Sign - Damaged,13
"2021-02",Highway Sign - Dangling,6
"2021-02",Highway Sign - Missing,5
"2021-02",Home Delivered Meal - Missed Delivery,16
"2021-02",Homeless Person Assistance,963
"2021-02",Homeless Street Condition,413
"2021-02",Illegal Animal Kept as Pet,11
"2021-02",Illegal Animal Sold,2
"2021-02",Illegal Fireworks,66
"2021-02",Illegal Parking,18316
"2021-02",Illegal Tree Damage,72
"2021-02",Indoor Air Quality,379
"2021-02",Indoor Sewage,89
"2021-02",Industrial Waste,21
"2021-02",Internal Code,4
"2021-02",Investigations and Discipline (IAD),17
"2021-02",Lead,597
"2021-02",LinkNYC,5
"2021-02",Litter Basket / Request,96
"2021-02",Lost Property,179
"2021-02",Maintenance or Facility,781
"2021-02",Mass Gathering Complaint,268
"2021-02",Missed Collection (All Materials),503
"2021-02",Mobile Food Vendor,68
"2021-02",Mold,13
"2021-02",Municipal Parking Facility,20
"2021-02",New Tree Request,264
"2021-02",Noise,2735
"2021-02",Noise - Commercial,1879
"2021-02",Noise - Helicopter,1480
"2021-02",Noise - House of Worship,32
"2021-02",Noise - Park,43
"2021-02",Noise - Residential,21899
"2021-02",Noise - Street/Sidewalk,3300
"2021-02",Noise - Vehicle,2474
"2021-02",Non-Emergency Police Matter,880
"2021-02",Non-Residential Heat,111
"2021-02",NonCompliance with Phased Reopening,3149
"2021-02",Other Enforcement,332
"2021-02",Outdoor Dining,149
"2021-02",OUTSIDE BUILDING,65
"2021-02",Overflowing Litter Baskets,51
"2021-02",Overgrown Tree/Branches,167
"2021-02",PAINT/PLASTER,3792
"2021-02",Panhandling,18
"2021-02",Pet Shop,8
"2021-02",Plant,1
"2021-02",Plumbing,165
"2021-02",PLUMBING,3861
"2021-02",Posting Advertisement,1
"2021-02",Private or Charter School Reopening,59
"2021-02",Public Payphone Complaint,8
"2021-02",Public Toilet,1
"2021-02",Radioactive Material,1
"2021-02",Real Time Enforcement,318
"2021-02",Recycling Enforcement,33
"2021-02",Request Large Bulky Item Collection,16812
"2021-02",Rodent,1532
"2021-02",Root/Sewer/Sidewalk Condition,273
"2021-02",SAFETY,571
"2021-02",Sanitation Condition,1526
"2021-02",Scaffold Safety,7
"2021-02",School Maintenance,85
"2021-02",Sewer,1653
"2021-02",Sidewalk Condition,949
"2021-02",Smoking,297
"2021-02",Snow,6040
"2021-02",Snow Removal,3
"2021-02",Special Projects Inspection Team (SPIT),136
"2021-02",Street Condition,4951
"2021-02",Street Light Condition,3487
"2021-02",Street Sign - Damaged,220
"2021-02",Street Sign - Dangling,222
"2021-02",Street Sign - Missing,225
"2021-02",Sweeping/Inadequate,5
"2021-02",Sweeping/Missed,45
"2021-02",Tattooing,5
"2021-02",Taxi Complaint,86
"2021-02",Taxi Compliment,6
"2021-02",Taxi Report,10
"2021-02",Traffic,224
"2021-02",Traffic Signal Condition,3583
"2021-02",Tunnel Condition,1
"2021-02",Unleashed Dog,24
"2021-02",Unsanitary Animal Facility,4
"2021-02",Unsanitary Animal Pvt Property,93
"2021-02",UNSANITARY CONDITION,5764
"2021-02",Unsanitary Pigeon Condition,46
"2021-02",Uprooted Stump,14
"2021-02",Urinating in Public,37
"2021-02",Vacant Lot,22
"2021-02",Violation of Park Rules,75
"2021-02",Water Conservation,221
"2021-02",WATER LEAK,2559
"2021-02",Water Quality,360
"2021-02",Water System,2588
"2021-02",Window Guard,2
"2021-02",Wood Pile Remaining,3
"2021-03",Abandoned Vehicle,4421
"2021-03",Adopt-A-Basket,44
"2021-03",AHV Inspection Unit,38
"2021-03",Air Quality,585
"2021-03",Animal-Abuse,546
"2021-03",Animal Facility - No Permit,2
"2021-03",Animal in a Park,290
"2021-03",APPLIANCE,1237
"2021-03",Asbestos,139
"2021-03",Beach/Pool/Sauna Complaint,10
"2021-03",BEST/Site Safety,42
"2021-03",Bike Rack Condition,25
"2021-03",Bike/Roller/Skate Chronic,99
"2021-03",Blocked Driveway,10881
"2021-03",Boilers,363
"2021-03",Borough Office,2
"2021-03",Bottled Water,1
"2021-03",Bridge Condition,48
"2021-03",Broken Parking Meter,684
"2021-03",Building/Use,1420
"2021-03",Bus Stop Shelter Complaint,68
"2021-03",Bus Stop Shelter Placement,13
"2021-03",Collection Truck Noise,22
"2021-03",Consumer Complaint,1581
"2021-03",Cooling Tower,1
"2021-03",COVID-19 Non-essential Construction,134
"2021-03",Cranes and Derricks,11
"2021-03",Curb Condition,494
"2021-03",Damaged Tree,1308
"2021-03",Day Care,142
"2021-03",Dead/Dying Tree,419
"2021-03",Derelict Bicycle,159
"2021-03",Derelict Vehicles,3986
"2021-03",Dirty Conditions,4566
"2021-03",Disorderly Youth,3
"2021-03",DOOR/WINDOW,2849
"2021-03",Drinking,180
"2021-03",Drinking Water,22
"2021-03",Drug Activity,361
"2021-03",ELECTRIC,1606
"2021-03",Electrical,159
"2021-03",Elevator,1098
"2021-03",ELEVATOR,150
"2021-03",Emergency Response Team (ERT),281
"2021-03",Encampment,757
"2021-03",Ferry Complaint,45
"2021-03",Ferry Inquiry,13
"2021-03",FHV Licensee Complaint,1
"2021-03",FLOORING/STAIRS,1870
"2021-03",Food Establishment,596
"2021-03",Food Poisoning,126
"2021-03",For Hire Vehicle Complaint,248
"2021-03",For Hire Vehicle Report,7
"2021-03",GENERAL,1911
"2021-03",General Construction/Plumbing,2823
"2021-03",Graffiti,326
"2021-03",Green Taxi Complaint,12
"2021-03",Hazardous Materials,142
"2021-03",HEAT/HOT WATER,19919
"2021-03",Highway Condition,504
"2021-03",Highway Sign - Damaged,9
"2021-03",Highway Sign - Dangling,10
"2021-03",Highway Sign - Missing,8
"2021-03",Home Delivered Meal - Missed Delivery,10
"2021-03",Homeless Person Assistance,1376
"2021-03",Homeless Street Condition,204
"2021-03",Illegal Animal Kept as Pet,28
"2021-03",Illegal Animal Sold,1
"2021-03",Illegal Fireworks,101
"2021-03",Illegal Parking,23385
"2021-03",Illegal Tree Damage,198
"2021-03",Indoor Air Quality,540
"2021-03",Indoor Sewage,58
"2021-03",Industrial Waste,54
"2021-03",Internal Code,2
"2021-03",Investigations and Discipline (IAD),34
"2021-03",Lead,782
"2021-03",LinkNYC,5
"2021-03",Litter Basket / Request,231
"2021-03",Lost Property,243
"2021-03",Maintenance or Facility,968
"2021-03",Mass Gathering Complaint,181
"2021-03",Missed Collection,1
"2021-03",Missed Collection (All Materials),8766
"2021-03",Mobile Food Vendor,182
"2021-03",Mold,10
"2021-03",Mosquitoes,8
"2021-03",Municipal Parking Facility,1
"2021-03",New Tree Request,1168
"2021-03",Noise,4476
"2021-03",Noise - Commercial,3156
"2021-03",Noise - Helicopter,2895
"2021-03",Noise - House of Worship,32
"2021-03",Noise - Park,279
"2021-03",Noise - Residential,24471
"2021-03",Noise - Street/Sidewalk,9818
"2021-03",Noise - Vehicle,5979
"2021-03",Non-Emergency Police Matter,1102
"2021-03",Non-Residential Heat,63
"2021-03",NonCompliance with Phased Reopening,2861
"2021-03",Other Enforcement,616
"2021-03",Outdoor Dining,285
"2021-03",OUTSIDE BUILDING,56
"2021-03",Overflowing Litter Baskets,167
"2021-03",Overgrown Tree/Branches,744
"2021-03",PAINT/PLASTER,3894
"2021-03",Panhandling,50
"2021-03",Pet Shop,12
"2021-03",Plant,1
"2021-03",Plumbing,205
"2021-03",PLUMBING,3992
"2021-03",Posting Advertisement,4
"2021-03",Private or Charter School Reopening,75
"2021-03",Public Payphone Complaint,16
"2021-03",Public Toilet,1
"2021-03",Radioactive Material,1
"2021-03",Real Time Enforcement,443
"2021-03",Recycling Enforcement,41
"2021-03",Request Large Bulky Item Collection,28905
"2021-03",Rodent,2621
"2021-03",Root/Sewer/Sidewalk Condition,731
"2021-03",SAFETY,575
"2021-03",Sanitation Condition,3055
"2021-03",Scaffold Safety,20
"2021-03",School Maintenance,34
"2021-03",Sewer,2055
"2021-03",Sidewalk Condition,1626
"2021-03",Smoking,324
"2021-03",Snow,65
"2021-03",Special Natural Area District (SNAD),2
"2021-03",Special Projects Inspection Team (SPIT),200
"2021-03",SRDE,1
"2021-03",Street Condition,8936
"2021-03",Street Light Condition,4494
"2021-03",Street Sign - Damaged,554
"2021-03",Street Sign - Dangling,463
"2021-03",Street Sign - Missing,425
"2021-03",Sweeping/Inadequate,46
"2021-03",Sweeping/Missed,257
"2021-03",Tattooing,23
"2021-03",Taxi Complaint,113
"2021-03",Taxi Compliment,2
"2021-03",Taxi Licensee Complaint,1
"2021-03",Taxi Report,9
"2021-03",Traffic,350
"2021-03",Traffic Signal Condition,2882
"2021-03",Unleashed Dog,51
"2021-03",Unlicensed Dog,1
"2021-03",Unsanitary Animal Pvt Property,170
"2021-03",UNSANITARY CONDITION,6014
"2021-03",Unsanitary Pigeon Condition,67
"2021-03",Uprooted Stump,51
"2021-03",Urinating in Public,70
"2021-03",Vacant Lot,114
"2021-03",Violation of Park Rules,280
"2021-03",Water Conservation,280
"2021-03",WATER LEAK,2262
"2021-03",Water Quality,197
"2021-03",Water System,3846
"2021-03",Window Guard,7
"2021-03",Wood Pile Remaining,24
"2021-04",Abandoned Vehicle,3936
"2021-04",Adopt-A-Basket,27
"2021-04",AHV Inspection Unit,24
"2021-04",Air Quality,550
"2021-04",Animal-Abuse,477
"2021-04",Animal Facility - No Permit,2
"2021-04",Animal in a Park,362
"2021-04",APPLIANCE,1155
"2021-04",Asbestos,134
"2021-04",Beach/Pool/Sauna Complaint,4
"2021-04",BEST/Site Safety,24
"2021-04",Bike Rack Condition,23
"2021-04",Bike/Roller/Skate Chronic,127
"2021-04",Blocked Driveway,11047
"2021-04",Boilers,345
"2021-04",Bridge Condition,25
"2021-04",Broken Parking Meter,691
"2021-04",Building Condition,1
"2021-04",Building/Use,1370
"2021-04",Bus Stop Shelter Complaint,81
"2021-04",Bus Stop Shelter Placement,7
"2021-04",Collection Truck Noise,30
"2021-04",Consumer Complaint,1685
"2021-04",Cooling Tower,2
"2021-04",COVID-19 Non-essential Construction,102
"2021-04",Cranes and Derricks,5
"2021-04",Curb Condition,540
"2021-04",Damaged Tree,1312
"2021-04",Day Care,123
"2021-04",Dead/Dying Tree,731
"2021-04",DEP Highway Condition,1
"2021-04",DEP Sidewalk Condition,1
"2021-04",DEP Street Condition,2
"2021-04",Dept of Investigations,3
"2021-04",Derelict Bicycle,163
"2021-04",Derelict Vehicles,3546
"2021-04",Dirty Conditions,3575
"2021-04",Disorderly Youth,14
"2021-04",DOOR/WINDOW,2572
"2021-04",Drinking,190
"2021-04",Drinking Water,21
"2021-04",Drug Activity,299
"2021-04",ELECTRIC,1522
"2021-04",Electrical,141
"2021-04",Elevator,937
"2021-04",ELEVATOR,126
"2021-04",Emergency Response Team (ERT),255
"2021-04",Encampment,1284
"2021-04",Facades,1
"2021-04",Ferry Complaint,41
"2021-04",Ferry Inquiry,21
"2021-04",FLOORING/STAIRS,1572
"2021-04",Food Establishment,568
"2021-04",Food Poisoning,163
"2021-04",For Hire Vehicle Complaint,223
"2021-04",For Hire Vehicle Report,16
"2021-04",GENERAL,1832
"2021-04",General Construction/Plumbing,2823
"2021-04",Graffiti,272
"2021-04",Green Taxi Complaint,16
"2021-04",Hazardous Materials,180
"2021-04",HEAT/HOT WATER,12112
"2021-04",Highway Condition,347
"2021-04",Highway Sign - Damaged,11
"2021-04",Highway Sign - Dangling,7
"2021-04",Highway Sign - Missing,2
"2021-04",Home Delivered Meal - Missed Delivery,12
"2021-04",Homeless Person Assistance,1835
"2021-04",Illegal Animal Kept as Pet,35
"2021-04",Illegal Animal Sold,1
"2021-04",Illegal Fireworks,201
"2021-04",Illegal Parking,24621
"2021-04",Illegal Tree Damage,276
"2021-04",Indoor Air Quality,531
"2021-04",Indoor Sewage,39
"2021-04",Industrial Waste,60
"2021-04",Internal Code,1
"2021-04",Investigations and Discipline (IAD),29
"2021-04",Lead,575
"2021-04",LinkNYC,15
"2021-04",Litter Basket / Request,168
"2021-04",Lost Property,259
"2021-04",Maintenance or Facility,1211
"2021-04",Mass Gathering Complaint,173
"2021-04",Missed Collection,3
"2021-04",Missed Collection (All Materials),4324
"2021-04",Mobile Food Vendor,194
"2021-04",Mold,11
"2021-04",Mosquitoes,9
"2021-04",Municipal Parking Facility,2
"2021-04",New Tree Request,2127
"2021-04",Noise,4452
"2021-04",Noise - Commercial,3983
"2021-04",Noise - Helicopter,1268
"2021-04",Noise - House of Worship,94
"2021-04",Noise - Park,692
"2021-04",Noise - Residential,28300
"2021-04",Noise - Street/Sidewalk,14380
"2021-04",Noise - Vehicle,8149
"2021-04",Non-Emergency Police Matter,1149
"2021-04",Non-Residential Heat,28
"2021-04",NonCompliance with Phased Reopening,1985
"2021-04",Other Enforcement,522
"2021-04",Outdoor Dining,349
"2021-04",OUTSIDE BUILDING,58
"2021-04",Overflowing Litter Baskets,189
"2021-04",Overflowing Recycling Baskets,1
"2021-04",Overgrown Tree/Branches,863
"2021-04",PAINT/PLASTER,3435
"2021-04",Panhandling,100
"2021-04",Pet Shop,3
"2021-04",Plant,1
"2021-04",Plumbing,200
"2021-04",PLUMBING,3536
"2021-04",Poison Ivy,4
"2021-04",Posting Advertisement,4
"2021-04",Private or Charter School Reopening,35
"2021-04",Public Payphone Complaint,9
"2021-04",Public Toilet,1
"2021-04",Real Time Enforcement,405
"2021-04",Recycling Enforcement,36
"2021-04",Request Large Bulky Item Collection,27104
"2021-04",Rodent,3001
"2021-04",Root/Sewer/Sidewalk Condition,867
"2021-04",SAFETY,618
"2021-04",Sanitation Condition,2893
"2021-04",Scaffold Safety,17
"2021-04",School Maintenance,46
"2021-04",Sewer,1815
"2021-04",Sidewalk Condition,1732
"2021-04",Smoking,268
"2021-04",Special Natural Area District (SNAD),2
"2021-04",Special Projects Inspection Team (SPIT),215
"2021-04",Squeegee,1
"2021-04",Standing Water,95
"2021-04",Street Condition,8670
"2021-04",Street Light Condition,3837
"2021-04",Street Sign - Damaged,505
"2021-04",Street Sign - Dangling,346
"2021-04",Street Sign - Missing,440
"2021-04",Sweeping/Inadequate,30
"2021-04",Sweeping/Missed,120
"2021-04",Tattooing,11
"2021-04",Taxi Complaint,143
"2021-04",Taxi Compliment,1
"2021-04",Taxi Report,28
"2021-04",Traffic,458
"2021-04",Traffic Signal Condition,2371
"2021-04",Tunnel Condition,2
"2021-04",Unleashed Dog,50
"2021-04",Unsanitary Animal Facility,3
"2021-04",Unsanitary Animal Pvt Property,139
"2021-04",UNSANITARY CONDITION,5575
"2021-04",Unsanitary Pigeon Condition,58
"2021-04",Uprooted Stump,41
"2021-04",Urinating in Public,76
"2021-04",Vacant Lot,121
"2021-04",Violation of Park Rules,455
"2021-04",Water Conservation,232
"2021-04",WATER LEAK,2051
"2021-04",Water Quality,132
"2021-04",Water System,3132
"2021-04",Window Guard,4
"2021-04",Wood Pile Remaining,20
"2021-04",X-Ray Machine/Equipment,1
"2021-05",Abandoned Vehicle,4200
"2021-05",Adopt-A-Basket,15
"2021-05",AHV Inspection Unit,28
"2021-05",Air Quality,583
"2021-05",Animal-Abuse,521
"2021-05",Animal Facility - No Permit,5
"2021-05",Animal in a Park,374
"2021-05",APPLIANCE,1170
"2021-05",Asbestos,124
"2021-05",Beach/Pool/Sauna Complaint,12
"2021-05",BEST/Site Safety,34
"2021-05",Bike Rack Condition,19
"2021-05",Bike/Roller/Skate Chronic,161
"2021-05",Blocked Driveway,12811
"2021-05",Boilers,268
"2021-05",Borough Office,2
"2021-05",Bridge Condition,14
"2021-05",Broken Parking Meter,609
"2021-05",Building Condition,2
"2021-05",Building/Use,1593
"2021-05",Bus Stop Shelter Complaint,79
"2021-05",Bus Stop Shelter Placement,9
"2021-05",Calorie Labeling,1
"2021-05",Collection Truck Noise,19
"2021-05",Consumer Complaint,1810
"2021-05",Cooling Tower,2
"2021-05",COVID-19 Non-essential Construction,43
"2021-05",Cranes and Derricks,7
"2021-05",Curb Condition,534
"2021-05",Damaged Tree,2021
"2021-05",Day Care,78
"2021-05",Dead/Dying Tree,934
"2021-05",DEP Street Condition,7
"2021-05",Dept of Investigations,1
"2021-05",Derelict Bicycle,173
"2021-05",Derelict Vehicles,3640
"2021-05",Dirty Condition,1
"2021-05",Dirty Conditions,4012
"2021-05",Disorderly Youth,17
"2021-05",DOOR/WINDOW,2451
"2021-05",Drinking,279
"2021-05",Drinking Water,17
"2021-05",Drug Activity,315
"2021-05",ELECTRIC,1542
"2021-05",Electrical,123
"2021-05",Elevator,942
"2021-05",ELEVATOR,116
"2021-05",Emergency Response Team (ERT),277
"2021-05",Encampment,1652
"2021-05",Ferry Complaint,16
"2021-05",Ferry Inquiry,15
"2021-05",FHV Licensee Complaint,1
"2021-05",FLOORING/STAIRS,1590
"2021-05",Food Establishment,735
"2021-05",Food Poisoning,178
"2021-05",For Hire Vehicle Complaint,274
"2021-05",For Hire Vehicle Report,9
"2021-05",GENERAL,1845
"2021-05",General Construction/Plumbing,3147
"2021-05",Graffiti,307
"2021-05",Green Taxi Complaint,17
"2021-05",Hazardous Materials,160
"2021-05",HEAT/HOT WATER,7139
"2021-05",Highway Condition,338
"2021-05",Highway Sign - Damaged,6
"2021-05",Highway Sign - Dangling,5
"2021-05",Highway Sign - Missing,1
"2021-05",Home Delivered Meal - Missed Delivery,11
"2021-05",Homeless Person Assistance,2260
"2021-05",Illegal Animal Kept as Pet,38
"2021-05",Illegal Animal Sold,2
"2021-05",Illegal Fireworks,1363
"2021-05",Illegal Parking,28814
"2021-05",Illegal Tree Damage,340
"2021-05",Indoor Air Quality,509
"2021-05",Indoor Sewage,31
"2021-05",Industrial Waste,61
"2021-05",Investigations and Discipline (IAD),34
"2021-05",Lead,401
"2021-05",LinkNYC,10
"2021-05",Litter Basket / Request,216
"2021-05",Lost Property,344
"2021-05",Maintenance or Facility,1818
"2021-05",Mass Gathering Complaint,178
"2021-05",Missed Collection,1
"2021-05",Missed Collection (All Materials),4458
"2021-05",Mobile Food Vendor,283
"2021-05",Mold,15
"2021-05",Mosquitoes,22
"2021-05",Municipal Parking Facility,1
"2021-05",New Tree Request,1911
"2021-05",Noise,4167
"2021-05",Noise - Commercial,5633
"2021-05",Noise - Helicopter,2165
"2021-05",Noise - House of Worship,601
"2021-05",Noise - Park,1387
"2021-05",Noise - Residential,36246
"2021-05",Noise - Street/Sidewalk,25046
"2021-05",Noise - Vehicle,11638
"2021-05",Non-Emergency Police Matter,1591
"2021-05",Non-Residential Heat,17
"2021-05",NonCompliance with Phased Reopening,1053
"2021-05",Other Enforcement,642
"2021-05",Outdoor Dining,497
"2021-05",OUTSIDE BUILDING,61
"2021-05",Overflowing Litter Baskets,216
"2021-05",Overgrown Tree/Branches,1634
"2021-05",PAINT/PLASTER,3311
"2021-05",Panhandling,105
"2021-05",Pet Shop,6
"2021-05",Plant,19
"2021-05",Plumbing,215
"2021-05",PLUMBING,3505
"2021-05",Poison Ivy,20
"2021-05",Posting Advertisement,8
"2021-05",Private or Charter School Reopening,10
"2021-05",Public Payphone Complaint,5
"2021-05",Public Toilet,3
"2021-05",Radioactive Material,2
"2021-05",Real Time Enforcement,422
"2021-05",Recycling Enforcement,29
"2021-05",Request Large Bulky Item Collection,27739
"2021-05",Rodent,3258
"2021-05",Root/Sewer/Sidewalk Condition,900
"2021-05",SAFETY,636
"2021-05",Sanitation Condition,3088
"2021-05",Scaffold Safety,13
"2021-05",School Maintenance,39
"2021-05",Sewer,1865
"2021-05",Sidewalk Condition,1906
"2021-05",Smoking,268
"2021-05",Special Natural Area District (SNAD),5
"2021-05",Special Projects Inspection Team (SPIT),284
"2021-05",Squeegee,1
"2021-05",Standing Water,144
"2021-05",Street Condition,6364
"2021-05",Street Light Condition,3474
"2021-05",Street Sign - Damaged,469
"2021-05",Street Sign - Dangling,282
"2021-05",Street Sign - Missing,434
"2021-05",Sweeping/Inadequate,19
"2021-05",Sweeping/Missed,160
"2021-05",Tanning,1
"2021-05",Tattooing,19
"2021-05",Taxi Complaint,187
"2021-05",Taxi Compliment,5
"2021-05",Taxi Report,14
"2021-05",Traffic,687
"2021-05",Traffic Signal Condition,2359
"2021-05",Unleashed Dog,70
"2021-05",Unsanitary Animal Facility,2
"2021-05",Unsanitary Animal Pvt Property,165
"2021-05",UNSANITARY CONDITION,5823
"2021-05",Unsanitary Pigeon Condition,76
"2021-05",Uprooted Stump,49
"2021-05",Urinating in Public,99
"2021-05",Vacant Lot,144
"2021-05",Violation of Park Rules,619
"2021-05",Water Conservation,344
"2021-05",WATER LEAK,1910
"2021-05",Water Quality,136
"2021-05",Water System,3587
"2021-05",Window Guard,4
"2021-05",Wood Pile Remaining,37
"2021-05",X-Ray Machine/Equipment,1
"2021-06",Abandoned Vehicle,4400
"2021-06",Adopt-A-Basket,6
"2021-06",AHV Inspection Unit,16
"2021-06",Air Quality,644
"2021-06",Animal-Abuse,546
"2021-06",Animal in a Park,391
"2021-06",APPLIANCE,1335
"2021-06",Asbestos,93
"2021-06",Beach/Pool/Sauna Complaint,28
"2021-06",BEST/Site Safety,32
"2021-06",Bike Rack Condition,16
"2021-06",Bike/Roller/Skate Chronic,187
"2021-06",Blocked Driveway,12899
"2021-06",Boilers,253
"2021-06",Borough Office,2
"2021-06",Bottled Water,2
"2021-06",Bridge Condition,28
"2021-06",Broken Parking Meter,853
"2021-06",Building Condition,1
"2021-06",Building/Use,1554
"2021-06",Bus Stop Shelter Complaint,90
"2021-06",Bus Stop Shelter Placement,12
"2021-06",Collection Truck Noise,16
"2021-06",Consumer Complaint,1984
"2021-06",Cooling Tower,1
"2021-06",COVID-19 Non-essential Construction,37
"2021-06",Cranes and Derricks,6
"2021-06",Curb Condition,583
"2021-06",Damaged Tree,2351
"2021-06",Day Care,158
"2021-06",Dead/Dying Tree,996
"2021-06",DEP Highway Condition,1
"2021-06",DEP Street Condition,4
